iso_code;year_of_data;renewables_percentage;fossil_fuels_percentage
DZA;1965;4.7631;95.2369
DZA;1966;3.5187;96.4813
DZA;1967;4.292;95.708
DZA;1968;5.4862;94.5138
DZA;1969;3.1828;96.8172
DZA;1970;4.6657;95.3343
DZA;1971;2.4559;97.5441
DZA;1972;3.2783;96.7217
DZA;1973;4.1758;95.8242
DZA;1974;2.4947;97.5053
DZA;1975;1.3783;98.6217
DZA;1976;1.401;98.599
DZA;1977;0.8817;99.1183
DZA;1978;0.6521;99.3479
DZA;1979;0.5793;99.4207
DZA;1980;0.429;99.571
DZA;1981;0.5029;99.4971
DZA;1982;0.5709;99.4291
DZA;1983;0.2564;99.7436
DZA;1984;0.5137;99.4863
DZA;1985;0.7283;99.2717
DZA;1986;0.2664;99.7336
DZA;1987;0.5174;99.4826
DZA;1988;0.1772;99.8228
DZA;1989;0.225;99.7751
DZA;1990;0.1267;99.8733
DZA;1991;0.2776;99.7224
DZA;1992;0.1838;99.8162
DZA;1993;0.3503;99.6497
DZA;1994;0.1626;99.8374
DZA;1995;0.1822;99.8178
DZA;1996;0.1288;99.8712
DZA;1997;0.0745;99.9255
DZA;1998;0.2062;99.7938
DZA;1999;0.1927;99.8073
DZA;2000;0.0532;99.9468
DZA;2001;0.0652;99.9348
DZA;2002;0.0517;99.9483
DZA;2003;0.2281;99.7719
DZA;2004;0.2068;99.7932
DZA;2005;0.4341;99.5659
DZA;2006;0.1633;99.8367
DZA;2007;0.1599;99.8401
DZA;2008;0.1878;99.8123
DZA;2009;0.2128;99.7872
DZA;2010;0.1151;99.8849
DZA;2011;0.2353;99.7647
DZA;2012;0.2245;99.7755
DZA;2013;0.0648;99.9352
DZA;2014;0.1175;99.8825
DZA;2015;0.0968;99.9032
DZA;2016;0.1458;99.8542
DZA;2017;0.247;99.753
DZA;2018;0.2877;99.7123
DZA;2019;0.2947;99.7053
DZA;2020;0.2979;99.7021
DZA;2021;0.2614;99.7386
ARG;1965;1.1027;98.8973
ARG;1966;1.0819;98.9181
ARG;1967;1.0766;98.9234
ARG;1968;1.2273;98.7727
ARG;1969;1.0652;98.9348
ARG;1970;1.3534;98.6466
ARG;1971;1.2703;98.7297
ARG;1972;1.235;98.765
ARG;1973;2.2837;97.7163
ARG;1974;3.6298;95.6571
ARG;1975;3.8622;94.3656
ARG;1976;3.5544;94.7189
ARG;1977;3.9092;95.0385
ARG;1978;5.2277;92.9135
ARG;1979;6.7023;91.6885
ARG;1980;9.5529;89.0403
ARG;1981;9.5415;88.7138
ARG;1982;11.2295;87.6331
ARG;1983;11.3035;86.7094
ARG;1984;12.1327;85.166
ARG;1985;12.7596;83.8434
ARG;1986;12.2985;84.5169
ARG;1987;12.2475;84.3031
ARG;1988;8.4174;88.54
ARG;1989;7.5436;89.7142
ARG;1990;10.2927;85.6801
ARG;1991;9.0814;86.697
ARG;1992;10.2067;86.2008
ARG;1993;12.2165;83.9776
ARG;1994;13.3064;82.8551
ARG;1995;12.5355;84.273
ARG;1996;10.225;86.554
ARG;1997;12.5141;84.0876
ARG;1998;11.4822;85.4458
ARG;1999;9.2266;87.8761
ARG;2000;12.2839;85.2077
ARG;2001;15.9375;81.1466
ARG;2002;16.2493;81.2593
ARG;2003;14.4083;82.5899
ARG;2004;12.1856;84.893
ARG;2005;12.7885;84.8228
ARG;2006;13.4495;84.0123
ARG;2007;10.5992;87.13
ARG;2008;10.4371;87.2922
ARG;2009;11.7835;85.6473
ARG;2010;11.6614;86.1685
ARG;2011;10.9294;87.2075
ARG;2012;10.2164;88.001
ARG;2013;10.9501;87.3983
ARG;2014;11.039;87.4981
ARG;2015;10.9074;87.2673
ARG;2016;10.167;87.6869
ARG;2017;10.9647;87.4658
ARG;2018;11.3976;86.8284
ARG;2019;11.9268;85.7789
ARG;2020;12.1794;84.77
ARG;2021;11.3292;85.8181
AUS;1965;5.5626;94.4374
AUS;1966;5.0719;94.9281
AUS;1967;4.9495;95.0505
AUS;1968;4.8655;95.1345
AUS;1969;5.087;94.913
AUS;1970;5.4215;94.5786
AUS;1971;5.8227;94.1773
AUS;1972;5.5993;94.4007
AUS;1973;5.5887;94.4113
AUS;1974;5.9551;94.0449
AUS;1975;6.297;93.703
AUS;1976;5.7934;94.2066
AUS;1977;5.2698;94.7302
AUS;1978;5.5087;94.4913
AUS;1979;5.1658;94.8342
AUS;1980;4.8623;95.1377
AUS;1981;4.9304;95.0697
AUS;1982;4.6368;95.3632
AUS;1983;4.5345;95.4655
AUS;1984;4.7185;95.2815
AUS;1985;4.8632;95.1369
AUS;1986;4.7986;95.2014
AUS;1987;4.5329;95.4671
AUS;1988;4.6417;95.3583
AUS;1989;4.42;95.58
AUS;1990;4.4594;95.5406
AUS;1991;4.7401;95.2599
AUS;1992;4.7317;95.2683
AUS;1993;4.7594;95.2406
AUS;1994;4.5272;95.4728
AUS;1995;4.2397;95.7603
AUS;1996;4.2366;95.7634
AUS;1997;4.1458;95.8542
AUS;1998;4.0378;95.9622
AUS;1999;4.0089;95.9911
AUS;2000;3.9889;96.0111
AUS;2001;3.8708;96.1292
AUS;2002;3.9315;96.0686
AUS;2003;4.015;95.985
AUS;2004;4.0366;95.9634
AUS;2005;4.3136;95.6865
AUS;2006;4.2334;95.7666
AUS;2007;3.9767;96.0233
AUS;2008;3.6813;96.3187
AUS;2009;3.9203;96.0797
AUS;2010;4.3128;95.6872
AUS;2011;5.699;94.301
AUS;2012;5.7002;94.2998
AUS;2013;6.5259;93.4741
AUS;2014;5.9798;94.0202
AUS;2015;6.29;93.71
AUS;2016;7.1892;92.8108
AUS;2017;6.7501;93.2499
AUS;2018;8.3001;91.6999
AUS;2019;8.8807;91.1193
AUS;2020;10.7898;89.2102
AUS;2021;12.9335;87.0665
AUT;1965;25.0964;74.9036
AUT;1966;25.8402;74.1598
AUT;1967;26.1189;73.8811
AUT;1968;25.0992;74.9008
AUT;1969;22.2754;77.7246
AUT;1970;24.7703;75.2298
AUT;1971;19.6523;80.3477
AUT;1972;19.5241;80.4759
AUT;1973;20.1774;79.8226
AUT;1974;23.7345;76.2655
AUT;1975;25.0342;74.9658
AUT;1976;20.9053;79.0947
AUT;1977;25.2713;74.7287
AUT;1978;24.2446;75.7554
AUT;1979;25.7845;74.2155
AUT;1980;26.826;73.174
AUT;1981;29.2807;70.7193
AUT;1982;30.3198;69.6802
AUT;1983;30.1178;69.8822
AUT;1984;26.6898;73.3102
AUT;1985;29.7693;70.2307
AUT;1986;30.1777;69.8224
AUT;1987;32.1938;67.8062
AUT;1988;32.7333;67.2667
AUT;1989;32.4086;67.5914
AUT;1990;28.9087;71.0913
AUT;1991;27.5872;72.4128
AUT;1992;31.0373;68.9627
AUT;1993;32.0881;67.9119
AUT;1994;31.2963;68.7037
AUT;1995;31.5159;68.4841
AUT;1996;28.9512;71.0488
AUT;1997;29.9635;70.0365
AUT;1998;30.4417;69.5583
AUT;1999;32.258;67.742
AUT;2000;32.9543;67.0457
AUT;2001;30.8165;69.1835
AUT;2002;30.3251;69.6749
AUT;2003;25.1405;74.8595
AUT;2004;27.6338;72.3662
AUT;2005;27.9479;72.0521
AUT;2006;28.5912;71.4088
AUT;2007;30.9806;69.0194
AUT;2008;31.3455;68.6545
AUT;2009;34.3225;65.6775
AUT;2010;31.6056;68.3944
AUT;2011;30.7208;69.2792
AUT;2012;35.9293;64.0707
AUT;2013;35.2667;64.7333
AUT;2014;36.6403;63.3597
AUT;2015;34.9641;65.0359
AUT;2016;35.6519;64.3482
AUT;2017;34.5029;65.4971
AUT;2018;34.5689;65.4311
AUT;2019;35.6114;64.3886
AUT;2020;38.2607;61.7393
AUT;2021;37.4818;62.5182
AZE;1985;1.6519;98.3481
AZE;1986;0.9407;99.0593
AZE;1987;0.9707;99.0293
AZE;1988;0.8421;99.158
AZE;1989;0.8257;99.1743
AZE;1990;1.8817;98.1183
AZE;1991;2.078;97.922
AZE;1992;2.4099;97.5901
AZE;1993;3.8572;96.1428
AZE;1994;3.167;96.833
AZE;1995;2.8641;97.1359
AZE;1996;3.4499;96.5501
AZE;1997;4.0128;95.9872
AZE;1998;4.5553;95.4447
AZE;1999;3.5316;96.4684
AZE;2000;3.446;96.554
AZE;2001;3.0118;96.9882
AZE;2002;4.7007;95.2993
AZE;2003;5.2779;94.7221
AZE;2004;5.1586;94.8414
AZE;2005;5.165;94.835
AZE;2006;4.3663;95.6337
AZE;2007;4.503;95.497
AZE;2008;4.1848;95.8153
AZE;2009;4.8711;95.1289
AZE;2010;7.3114;92.6886
AZE;2011;5.078;94.922
AZE;2012;3.3373;96.6627
AZE;2013;2.7807;97.2193
AZE;2014;2.4336;97.5664
AZE;2015;2.7577;97.2423
AZE;2016;3.3459;96.6541
AZE;2017;3.0498;96.9502
AZE;2018;3.0702;96.9298
AZE;2019;2.6746;97.3254
AZE;2020;1.9758;98.0242
AZE;2021;2.2015;97.7985
BGD;1971;3.8598;96.1402
BGD;1972;3.4065;96.5935
BGD;1973;5.0244;94.9756
BGD;1974;3.4635;96.5365
BGD;1975;6.044;93.956
BGD;1976;5.8681;94.1319
BGD;1977;5.0798;94.9202
BGD;1978;5.5367;94.4633
BGD;1979;5.8257;94.1743
BGD;1980;4.9609;95.0391
BGD;1981;5.0166;94.9834
BGD;1982;3.8053;96.1947
BGD;1983;4.8707;95.1294
BGD;1984;6.1056;93.8944
BGD;1985;4.5267;95.4733
BGD;1986;2.5328;97.4672
BGD;1987;2.6365;97.3635
BGD;1988;3.0909;96.9091
BGD;1989;3.9079;96.0921
BGD;1990;3.5393;96.4607
BGD;1991;3.4776;96.5224
BGD;1992;3.0289;96.9711
BGD;1993;2.1043;97.8957
BGD;1994;2.7617;97.2383
BGD;1995;1.027;98.973
BGD;1996;1.9476;98.0524
BGD;1997;1.8034;98.1966
BGD;1998;2.0371;97.9629
BGD;1999;1.9397;98.0603
BGD;2000;1.6271;98.3729
BGD;2001;1.875;98.125
BGD;2002;1.3622;98.6378
BGD;2003;1.2784;98.7216
BGD;2004;1.2297;98.7703
BGD;2005;1.1353;98.8647
BGD;2006;1.0463;98.9537
BGD;2007;1.0207;98.9793
BGD;2008;1.2218;98.7782
BGD;2009;0.5118;99.4883
BGD;2010;0.8649;99.1351
BGD;2011;0.9514;99.0486
BGD;2012;0.8256;99.1743
BGD;2013;0.7885;99.2115
BGD;2014;0.6462;99.3538
BGD;2015;0.8184;99.1816
BGD;2016;0.8061;99.1939
BGD;2017;0.8946;99.1054
BGD;2018;0.7471;99.2529
BGD;2019;0.6751;99.3249
BGD;2020;0.6581;99.3419
BGD;2021;0.6501;99.3499
BLR;1985;0.0145;99.9855
BLR;1986;0.0127;99.9873
BLR;1987;0.0125;99.9875
BLR;1988;0.0123;99.9877
BLR;1989;0.0128;99.9872
BLR;1990;0.0127;99.9873
BLR;1991;0.0114;99.9886
BLR;1992;0.0125;99.9875
BLR;1993;0.0167;99.9833
BLR;1994;0.0199;99.9801
BLR;1995;0.0236;99.9764
BLR;1996;0.0184;99.9816
BLR;1997;0.0239;99.9761
BLR;1998;0.0326;99.9674
BLR;1999;0.0227;99.9773
BLR;2000;0.0313;99.9687
BLR;2001;0.0355;99.9645
BLR;2002;0.033;99.967
BLR;2003;0.0319;99.9681
BLR;2004;0.0344;99.9656
BLR;2005;0.0373;99.9627
BLR;2006;0.036;99.964
BLR;2007;0.0497;99.9503
BLR;2008;0.0729;99.8996
BLR;2009;0.1133;99.8031
BLR;2010;0.1292;99.7432
BLR;2011;0.143;99.751
BLR;2012;0.159;99.7368
BLR;2013;0.2241;99.6852
BLR;2014;0.2067;99.6957
BLR;2015;0.2727;99.6426
BLR;2016;0.3464;99.5782
BLR;2017;0.6888;99.2373
BLR;2018;0.5791;99.3741
BLR;2019;0.7078;99.239
BLR;2020;0.9897;98.6581
BLR;2021;0.9699;94.2561
BEL;1965;0.1948;99.8052
BEL;1966;0.2222;99.7735
BEL;1967;0.1685;99.7676
BEL;1968;0.155;99.8078
BEL;1969;0.1332;99.8546
BEL;1970;0.1348;99.8352
BEL;1971;0.0749;99.9251
BEL;1972;0.0946;99.8999
BEL;1973;0.1536;99.8086
BEL;1974;0.1914;99.7323
BEL;1975;0.1556;96.1284
BEL;1976;0.0918;94.7266
BEL;1977;0.2635;93.5838
BEL;1978;0.2592;93.5629
BEL;1979;0.2871;94.2392
BEL;1980;0.3144;93.3956
BEL;1981;0.3819;92.8398
BEL;1982;0.2198;91.1478
BEL;1983;0.2132;86.0783
BEL;1984;0.2137;84.6905
BEL;1985;0.187;81.7773
BEL;1986;0.2482;79.8522
BEL;1987;0.3006;79.1212
BEL;1988;0.2812;78.9967
BEL;1989;0.2577;80.072
BEL;1990;0.2748;80.2155
BEL;1991;0.2575;80.8247
BEL;1992;0.2942;80.4844
BEL;1993;0.2467;80.9049
BEL;1994;0.2759;82.3616
BEL;1995;0.3051;82.2355
BEL;1996;0.2427;82.5322
BEL;1997;0.25;81.0992
BEL;1998;0.3167;81.8704
BEL;1999;0.3602;80.5905
BEL;2000;0.4333;81.1842
BEL;2001;0.4492;81.8185
BEL;2002;0.4797;81.435
BEL;2003;0.4867;82.2027
BEL;2004;0.6063;82.2835
BEL;2005;0.8667;81.8374
BEL;2006;1.2095;81.9935
BEL;2007;1.4153;81.4449
BEL;2008;1.7644;82.3958
BEL;2009;2.5214;80.0349
BEL;2010;3.0996;80.3861
BEL;2011;4.046;78.2845
BEL;2012;5.0601;79.6377
BEL;2013;5.3826;78.9535
BEL;2014;6.0512;80.7109
BEL;2015;6.6614;83.2845
BEL;2016;6.3575;78.1876
BEL;2017;6.9106;78.3485
BEL;2018;7.4152;82.584
BEL;2019;7.9594;77.3479
BEL;2020;10.6378;76.5373
BEL;2021;9.3364;73.8927
BRA;1965;27.5487;72.4513
BRA;1966;27.6182;72.3818
BRA;1967;27.8803;72.1197
BRA;1968;25.5558;74.4442
BRA;1969;25.0562;74.9438
BRA;1970;26.9011;73.0989
BRA;1971;26.8178;73.1822
BRA;1972;27.3907;72.6093
BRA;1973;26.1017;73.8983
BRA;1974;26.9281;73.0719
BRA;1975;27.9959;72.0041
BRA;1976;29.1601;70.8399
BRA;1977;31.0843;68.9157
BRA;1978;31.5294;68.4706
BRA;1979;33.3875;66.6125
BRA;1980;36.188;63.812
BRA;1981;37.5049;62.4951
BRA;1982;39.0978;60.9022
BRA;1983;41.8678;58.1322
BRA;1984;43.219;56.4091
BRA;1985;43.9295;55.3519
BRA;1986;43.2195;56.7517
BRA;1987;42.7772;57.0342
BRA;1988;44.0112;55.8754
BRA;1989;44.5743;55.0911
BRA;1990;45.2755;54.309
BRA;1991;45.8618;53.8804
BRA;1992;44.9027;54.7967
BRA;1993;45.1596;54.7681
BRA;1994;44.5656;55.4258
BRA;1995;44.3458;55.2806
BRA;1996;44.082;55.5772
BRA;1997;43.4899;56.089
BRA;1998;43.572;56.0096
BRA;1999;43.1438;56.3554
BRA;2000;43.2884;55.9636
BRA;2001;39.1116;59.0921
BRA;2002;40.7567;57.5567
BRA;2003;42.2841;56.1275
BRA;2004;42.2862;56.4047
BRA;2005;43.1457;55.781
BRA;2006;43.046;55.5027
BRA;2007;44.3802;54.3997
BRA;2008;43.3668;55.3171
BRA;2009;46.3088;52.4708
BRA;2010;44.2465;54.5193
BRA;2011;43.9101;54.8249
BRA;2012;42.0664;56.6699
BRA;2013;39.8366;58.9938
BRA;2014;38.8527;60.0167
BRA;2015;40.6035;58.2908
BRA;2016;43.5387;55.251
BRA;2017;43.2807;55.5385
BRA;2018;46.0805;52.7551
BRA;2019;47.3048;51.5254
BRA;2020;49.4719;49.4657
BRA;2021;46.2198;52.7224
BGR;1965;4.9314;95.0686
BGR;1966;4.623;95.377
BGR;1967;4.0036;95.9964
BGR;1968;2.3116;97.6884
BGR;1969;2.9225;97.0775
BGR;1970;3.0395;96.9605
BGR;1971;2.9435;97.0565
BGR;1972;2.7617;97.2383
BGR;1973;3.2605;96.7395
BGR;1974;2.5624;96.3406
BGR;1975;2.7339;94.5346
BGR;1976;3.1085;91.8537
BGR;1977;3.5239;90.838
BGR;1978;2.8054;91.7255
BGR;1979;3.0763;91.4136
BGR;1980;3.2677;91.5258
BGR;1981;3.2318;88.9517
BGR;1982;2.6594;88.3492
BGR;1983;2.9039;86.8589
BGR;1984;2.8398;86.5147
BGR;1985;1.9636;86.9763
BGR;1986;2.0015;88.0318
BGR;1987;2.1663;87.6437
BGR;1988;2.1662;84.9982
BGR;1989;2.2652;85.9692
BGR;1990;1.7117;85.4624
BGR;1991;2.7521;82.9844
BGR;1992;2.4774;84.2107
BGR;1993;2.1903;82.687
BGR;1994;1.7197;81.0422
BGR;1995;2.5188;79.452
BGR;1996;3.19;77.8475
BGR;1997;3.1751;77.1867
BGR;1998;3.7212;76.7943
BGR;1999;3.7863;75.3428
BGR;2000;3.6348;72.6453
BGR;2001;2.2708;73.1999
BGR;2002;2.9185;71.2686
BGR;2003;3.8597;75.0108
BGR;2004;4.144;74.7559
BGR;2005;5.213;73.2971
BGR;2006;4.9844;73.119
BGR;2007;3.5105;79.6022
BGR;2008;3.5984;78.028
BGR;2009;5.1272;74.6602
BGR;2010;7.6161;73.0592
BGR;2011;4.85;75.8111
BGR;2012;6.87;73.1768
BGR;2013;9.5929;70.9832
BGR;2014;9.5438;70.2866
BGR;2015;10.595;70.9257
BGR;2016;9.0499;70.9787
BGR;2017;7.6196;73.204
BGR;2018;11.7991;68.5302
BGR;2019;9.9484;69.147
BGR;2020;10.693;66.6746
BGR;2021;11.4865;68.0831
CAN;1965;25.1386;74.8352
CAN;1966;26.1947;73.7723
CAN;1967;25.6104;74.3615
CAN;1968;24.474;75.3677
CAN;1969;25.5213;74.3927
CAN;1970;25.0251;74.8175
CAN;1971;24.9278;74.4439
CAN;1972;25.8936;73.1199
CAN;1973;25.5529;72.5256
CAN;1974;26.8116;71.3936
CAN;1975;26.1563;72.2854
CAN;1976;26.332;71.6063
CAN;1977;25.8085;71.2436
CAN;1978;27.0588;69.5152
CAN;1979;27.297;68.9408
CAN;1980;27.5397;68.4807
CAN;1981;29.4039;66.3787
CAN;1982;29.4162;66.4233
CAN;1983;30.4992;64.1963
CAN;1984;30.8558;63.7885
CAN;1985;31.6116;62.3781
CAN;1986;32.0459;60.9445
CAN;1987;31.6495;60.9879
CAN;1988;29.6113;62.7959
CAN;1989;27.8174;64.9861
CAN;1990;29.481;63.685
CAN;1991;30.4994;61.5785
CAN;1992;30.5121;62.1673
CAN;1993;30.4509;61.2254
CAN;1994;29.9273;60.8683
CAN;1995;29.8881;61.9595
CAN;1996;30.8793;61.5964
CAN;1997;30.2849;63.0542
CAN;1998;29.3074;64.8387
CAN;1999;29.5888;64.5794
CAN;2000;29.7678;64.6082
CAN;2001;28.2014;65.7879
CAN;2002;28.5466;65.7658
CAN;2003;27.18;67.2428
CAN;2004;26.8279;66.5851
CAN;2005;28.2655;65.1138
CAN;2006;27.6165;65.3419
CAN;2007;27.6943;65.8734
CAN;2008;28.5901;64.7649
CAN;2009;29.2095;64.3418
CAN;2010;27.7897;65.8246
CAN;2011;28.6264;65.0604
CAN;2012;28.9769;64.6831
CAN;2013;28.9418;64.3495
CAN;2014;28.1478;64.9543
CAN;2015;28.7641;64.7705
CAN;2016;29.6526;63.8549
CAN;2017;29.6736;63.9833
CAN;2018;28.8145;64.967
CAN;2019;28.5864;65.1588
CAN;2020;30.5422;63.0574
CAN;2021;29.8884;64.1467
CHL;1965;16.0109;83.9891
CHL;1966;15.7443;84.2557
CHL;1967;15.7656;84.2344
CHL;1968;13.2615;86.7385
CHL;1969;13.8939;86.1061
CHL;1970;14.088;85.912
CHL;1971;14.7586;85.2414
CHL;1972;16.9411;83.0589
CHL;1973;17.1837;82.8163
CHL;1974;19.6901;80.3099
CHL;1975;21.9338;78.0662
CHL;1976;21.6246;78.3754
CHL;1977;22.0246;77.9754
CHL;1978;21.6733;78.3267
CHL;1979;21.5459;78.4541
CHL;1980;22.0607;77.9393
CHL;1981;22.2629;77.7371
CHL;1982;26.5895;73.4105
CHL;1983;28.0686;71.9314
CHL;1984;27.7989;72.2011
CHL;1985;30.2962;69.7038
CHL;1986;31.1647;68.8353
CHL;1987;32.0948;67.9052
CHL;1988;28.3617;71.6383
CHL;1989;21.7715;78.2285
CHL;1990;18.9579;81.0421
CHL;1991;24.0847;75.9153
CHL;1992;28.3554;71.6446
CHL;1993;27.5293;72.4707
CHL;1994;25.9545;74.0455
CHL;1995;26.0285;73.9715
CHL;1996;22.5519;77.4481
CHL;1997;21.9095;78.0905
CHL;1998;18.0593;81.9408
CHL;1999;15.2758;84.7242
CHL;2000;19.5734;80.4266
CHL;2001;22.0474;77.9526
CHL;2002;22.6173;77.3827
CHL;2003;22.0108;77.9892
CHL;2004;19.7684;80.2316
CHL;2005;22.4152;77.5848
CHL;2006;22.5667;77.4333
CHL;2007;18.7061;81.2939
CHL;2008;20.9154;79.0846
CHL;2009;21.7774;78.2226
CHL;2010;19.2643;80.7357
CHL;2011;17.5023;82.4977
CHL;2012;18.096;81.904
CHL;2013;18.4324;81.5676
CHL;2014;20.1932;79.8068
CHL;2015;21.4277;78.5723
CHL;2016;19.7063;80.2937
CHL;2017;22.405;77.595
CHL;2018;24.3433;75.6567
CHL;2019;24.145;75.855
CHL;2020;26.5575;73.4425
CHL;2021;26.5189;73.4811
CHN;1965;4.2534;95.7466
CHN;1966;3.9831;96.0169
CHN;1967;3.8184;96.1816
CHN;1968;4.4589;95.5411
CHN;1969;3.7274;96.2726
CHN;1970;3.0096;96.9904
CHN;1971;3.0704;96.9296
CHN;1972;3.2276;96.7724
CHN;1973;3.417;96.583
CHN;1974;3.7494;96.2507
CHN;1975;3.5038;96.4962
CHN;1976;3.3726;96.6274
CHN;1977;3.2287;96.7713
CHN;1978;2.7595;97.2405
CHN;1979;3.0089;96.9911
CHN;1980;3.5662;96.4338
CHN;1981;4.0665;95.9335
CHN;1982;4.4213;95.5787
CHN;1983;4.8235;95.1765
CHN;1984;4.5155;95.4846
CHN;1985;4.4418;95.5582
CHN;1986;4.3385;95.6615
CHN;1987;4.2555;95.7444
CHN;1988;4.3231;95.6769
CHN;1989;4.468;95.532
CHN;1990;4.7237;95.2763
CHN;1991;4.4248;95.5752
CHN;1992;4.4127;95.5873
CHN;1993;4.7579;95.194
CHN;1994;4.9525;94.6309
CHN;1995;5.5538;94.0945
CHN;1996;5.1431;94.4839
CHN;1997;5.3617;94.2657
CHN;1998;5.4278;94.2085
CHN;1999;5.1883;94.4392
CHN;2000;5.6569;93.9406
CHN;2001;6.6186;92.9864
CHN;2002;6.2805;93.2013
CHN;2003;5.3011;93.9364
CHN;2004;5.6009;93.6451
CHN;2005;5.5545;93.7518
CHN;2006;5.578;93.7723
CHN;2007;5.7185;93.6085
CHN;2008;7.2687;92.0225
CHN;2009;6.9355;92.3733
CHN;2010;7.616;91.6988
CHN;2011;7.0842;92.1791
CHN;2012;8.5226;90.6844
CHN;2013;8.9594;90.1791
CHN;2014;10.1973;88.8085
CHN;2015;10.7875;87.9573
CHN;2016;11.5309;86.9426
CHN;2017;12.1388;86.154
CHN;2018;12.8074;85.2512
CHN;2019;13.516;84.2778
CHN;2020;14.2429;83.5059
CHN;2021;14.9462;82.7172
COL;1965;11.7882;88.2118
COL;1966;12.0174;87.9826
COL;1967;12.5801;87.4199
COL;1968;13.3005;86.6995
COL;1969;14.5261;85.4739
COL;1970;14.8175;85.1825
COL;1971;15.9878;84.0122
COL;1972;15.768;84.232
COL;1973;17.1704;82.8296
COL;1974;17.3955;82.6045
COL;1975;19.2356;80.7644
COL;1976;19.4071;80.5929
COL;1977;19.367;80.633
COL;1978;20.8629;79.1371
COL;1979;21.5451;78.4549
COL;1980;23.045;76.955
COL;1981;22.2189;77.7811
COL;1982;22.6977;77.3023
COL;1983;21.7902;78.2098
COL;1984;23.6398;76.3602
COL;1985;24.442;75.558
COL;1986;27.2763;72.7237
COL;1987;27.3109;72.6892
COL;1988;28.7481;71.2519
COL;1989;29.794;70.206
COL;1990;32.6409;67.3591
COL;1991;31.6998;68.3002
COL;1992;24.6055;75.3946
COL;1993;27.8474;72.1526
COL;1994;29.8091;70.1909
COL;1995;29.3316;70.6684
COL;1996;31.4759;68.5241
COL;1997;27.3341;72.6659
COL;1998;26.6915;73.3085
COL;1999;31.3782;68.6218
COL;2000;29.5561;70.4439
COL;2001;30.6045;69.3955
COL;2002;32.6926;67.3074
COL;2003;33.3891;66.6109
COL;2004;34.5055;65.4945
COL;2005;35.0535;64.9465
COL;2006;34.1427;65.8573
COL;2007;35.1828;64.8172
COL;2008;33.9414;66.0586
COL;2009;31.3777;68.6222
COL;2010;30.092;69.908
COL;2011;34.5157;65.4843
COL;2012;31.7461;68.2539
COL;2013;29.3851;70.6149
COL;2014;28.3647;71.6353
COL;2015;28.0216;71.9784
COL;2016;27.7088;72.2912
COL;2017;32.8291;67.1709
COL;2018;31.9996;68.0005
COL;2019;29.8903;70.1097
COL;2020;30.7728;69.2272
COL;2021;33.0204;66.9796
HRV;1990;11.2006;88.7994
HRV;1991;20.5049;79.4951
HRV;1992;15.9943;84.0057
HRV;1993;16.088;83.912
HRV;1994;18.9603;81.0397
HRV;1995;19.1496;80.8504
HRV;1996;24.7044;75.2956
HRV;1997;18.5449;81.4551
HRV;1998;18.054;81.946
HRV;1999;21.2283;78.7718
HRV;2000;19.7666;80.2334
HRV;2001;20.7809;79.2191
HRV;2002;16.8057;83.1943
HRV;2003;14.8879;85.1121
HRV;2004;19.8991;80.1009
HRV;2005;18.5021;81.4979
HRV;2006;17.5241;82.4759
HRV;2007;12.3655;87.6061
HRV;2008;15.2265;84.7355
HRV;2009;19.6439;80.2706
HRV;2010;23.8504;76.1496
HRV;2011;15.4726;84.4849
HRV;2012;16.5197;83.1046
HRV;2013;26.3737;73.2454
HRV;2014;28.1215;71.5216
HRV;2015;22.365;77.3263
HRV;2016;23.8702;76.1174
HRV;2017;20.2736;79.7197
HRV;2018;26.7354;72.9439
HRV;2019;23.4631;75.7776
HRV;2020;25.1701;73.9952
HRV;2021;28.2719;70.9044
CYP;1965;0;100
CYP;1966;0;100
CYP;1967;0;100
CYP;1968;0;100
CYP;1969;0;100
CYP;1970;0;100
CYP;1971;0;100
CYP;1972;0;100
CYP;1973;0;100
CYP;1974;0;100
CYP;1975;0;100
CYP;1976;0;100
CYP;1977;0;100
CYP;1978;0;100
CYP;1979;0;100
CYP;1980;0;100
CYP;1981;0;100
CYP;1982;0;100
CYP;1983;0;100
CYP;1984;0;100
CYP;1985;0;100
CYP;1986;0;100
CYP;1987;0;100
CYP;1988;0;100
CYP;1989;0;100
CYP;1990;0;100
CYP;1991;0;100
CYP;1992;0;100
CYP;1993;0;100
CYP;1994;0;100
CYP;1995;0;100
CYP;1996;0;100
CYP;1997;0;100
CYP;1998;0;100
CYP;1999;0;100
CYP;2000;0;100
CYP;2001;0;100
CYP;2002;0;100
CYP;2003;0;100
CYP;2004;0.007;99.993
CYP;2005;0.0075;99.9925
CYP;2006;0.0127;99.9873
CYP;2007;0.0296;99.941
CYP;2008;0.1331;99.4082
CYP;2009;0.281;99.2199
CYP;2010;0.6377;98.8794
CYP;2011;1.5229;97.9286
CYP;2012;2.3009;97.1137
CYP;2013;3.2324;96.1496
CYP;2014;3.131;96.4694
CYP;2015;3.7763;95.8363
CYP;2016;3.6665;96.0097
CYP;2017;3.6377;96.0565
CYP;2018;3.8665;95.8131
CYP;2019;4.275;95.3407
CYP;2020;5.662;93.3197
CZE;1965;1.4078;98.5922
CZE;1966;1.3171;98.6829
CZE;1967;1.2058;98.7942
CZE;1968;0.8948;99.1052
CZE;1969;0.7005;99.2995
CZE;1970;0.9599;99.0401
CZE;1971;0.6451;99.3549
