iso_code;year_of_data;renewables_percentage;fossil_fuels_percentage
IRQ;1990;5.7844;94.2156
IRQ;1991;4.2873;95.7127
IRQ;1992;6.5849;93.4151
IRQ;1993;5.8611;94.139
IRQ;1994;5.2431;94.7569
IRQ;1995;5.9929;94.0071
IRQ;1996;5.4543;94.5457
IRQ;1997;4.6754;95.3246
IRQ;1998;5.8698;94.1302
IRQ;1999;4.7001;95.2999
IRQ;2000;2.9295;97.0706
IRQ;2001;3.0165;96.9835
IRQ;2002;3.885;96.115
IRQ;2003;4.536;95.464
IRQ;2004;5.0819;94.9181
IRQ;2005;4.5449;95.4551
IRQ;2006;4.7386;95.2614
IRQ;2007;4.2729;95.7271
IRQ;2008;2.3819;97.6181
IRQ;2009;2.328;97.672
IRQ;2010;2.6376;97.3624
IRQ;2011;2.3962;97.6038
IRQ;2012;2.8233;97.1767
IRQ;2013;2.676;97.324
IRQ;2014;1.7387;98.2613
IRQ;2015;1.6103;98.3897
IRQ;2016;1.8365;98.1635
IRQ;2017;1.1253;98.8747
IRQ;2018;0.912;99.088
IRQ;2019;2.2773;97.7227
IRQ;2020;1.6469;98.3531
IRQ;2021;1.5025;\N
IRL;1965;4.1168;95.8832
IRL;1966;3.3117;96.6883
IRL;1967;2.8878;97.1122
IRL;1968;2.3684;97.6316
IRL;1969;1.7883;98.2117
IRL;1970;3.1303;96.8697
IRL;1971;1.7471;98.2529
IRL;1972;2.4408;97.5592
IRL;1973;2.1649;97.8351
IRL;1974;2.6305;97.3695
IRL;1975;1.8612;98.1388
IRL;1976;2.0664;97.9336
IRL;1977;2.433;97.567
IRL;1978;2.1925;97.8075
IRL;1979;2.3526;97.6474
IRL;1980;2.4656;97.5344
IRL;1981;2.597;97.403
IRL;1982;2.4391;97.5609
IRL;1983;2.4032;97.5968
IRL;1984;2.139;97.861
IRL;1985;2.4876;97.5124
IRL;1986;2.5272;97.4728
IRL;1987;1.8663;98.1337
IRL;1988;2.3838;97.6162
IRL;1989;1.851;98.149
IRL;1990;1.7611;98.2389
IRL;1991;1.8195;98.1805
IRL;1992;1.991;98.009
IRL;1993;1.8491;98.1509
IRL;1994;2.1411;97.8589
IRL;1995;1.6307;98.3693
IRL;1996;1.6184;98.3816
IRL;1997;1.6524;98.3475
IRL;1998;2.2164;97.7836
IRL;1999;2.0143;97.9857
IRL;2000;2.0417;97.9584
IRL;2001;1.6617;98.3383
IRL;2002;2.2287;97.7714
IRL;2003;1.8775;98.1225
IRL;2004;2.2568;97.7432
IRL;2005;2.8847;97.1106
IRL;2006;3.7019;96.2898
IRL;2007;4.0427;95.8398
IRL;2008;5.1768;94.5084
IRL;2009;6.4529;93.0544
IRL;2010;5.8531;93.5612
IRL;2011;8.8201;90.5578
IRL;2012;8.6795;90.7345
IRL;2013;9.4413;89.8443
IRL;2014;10.7002;88.4917
IRL;2015;12.2652;86.9215
IRL;2016;11.2694;88.0123
IRL;2017;13.1573;85.8226
IRL;2018;14.7171;84.325
IRL;2019;16.9112;81.9222
IRL;2020;20.5498;78.2955
IRL;2021;17.5819;81.437
ISR;1965;0;100
ISR;1966;0;100
ISR;1967;0;100
ISR;1968;0;100
ISR;1969;0;100
ISR;1970;0;100
ISR;1971;0;100
ISR;1972;0;100
ISR;1973;0;100
ISR;1974;0;100
ISR;1975;0;100
ISR;1976;0;100
ISR;1977;0;100
ISR;1978;0;100
ISR;1979;0;100
ISR;1980;0;100
ISR;1981;0.0063;99.9937
ISR;1982;0.0058;99.9942
ISR;1983;0.0029;99.9971
ISR;1984;0.0056;99.9944
ISR;1985;0.006;99.994
ISR;1986;0.0172;99.9829
ISR;1987;0.0267;99.9733
ISR;1988;0.0249;99.9751
ISR;1989;0.0071;99.9929
ISR;1990;0.0069;99.9931
ISR;1991;0.0135;99.9865
ISR;1992;0.056;99.944
ISR;1993;0.0462;99.9538
ISR;1994;0.0392;99.9608
ISR;1995;0.0379;99.9621
ISR;1996;0.0351;99.9649
ISR;1997;0.0334;99.9666
ISR;1998;0.0318;99.9683
ISR;1999;0.0404;99.9596
ISR;2000;0.0403;99.9597
ISR;2001;0.0259;99.9741
ISR;2002;0.0403;99.9091
ISR;2003;0.0522;99.8976
ISR;2004;0.0461;99.9033
ISR;2005;0.0456;99.8801
ISR;2006;0.0291;99.93
ISR;2007;0.0266;99.9385
ISR;2008;0.0352;99.9296
ISR;2009;0.1149;99.8465
ISR;2010;0.1873;99.7702
ISR;2011;0.3187;99.632
ISR;2012;0.4811;99.4741
ISR;2013;0.5884;99.3762
ISR;2014;1.0097;98.9417
ISR;2015;1.2998;98.6495
ISR;2016;1.7577;98.1488
ISR;2017;1.7237;98.1512
ISR;2018;1.8639;97.9911
ISR;2019;2.9192;96.9196
ISR;2020;4.0539;95.7494
ISR;2021;5.1323;94.6636
ITA;1965;14.3998;84.5275
ITA;1966;13.7898;85.1231
ITA;1967;12.3965;86.7845
ITA;1968;11.5922;87.7884
ITA;1969;10.4655;89.1594
ITA;1970;9.4081;89.9492
ITA;1971;8.6738;90.6794
ITA;1972;8.6232;90.7123
ITA;1973;7.572;91.8763
ITA;1974;7.7027;91.6983
ITA;1975;8.4195;90.8986
ITA;1976;7.6168;91.736
ITA;1977;9.6895;89.7368
ITA;1978;8.4987;90.7689
ITA;1979;8.3196;91.2589
ITA;1980;8.4395;91.197
ITA;1981;8.1404;91.4044
ITA;1982;8.0327;90.8001
ITA;1983;8.1775;90.8092
ITA;1984;8.2366;90.5751
ITA;1985;7.9867;90.7964
ITA;1986;7.8285;90.6945
ITA;1987;7.3619;92.6096
ITA;1988;7.395;92.605
ITA;1989;6.0183;93.9817
ITA;1990;5.544;94.456
ITA;1991;7.0201;92.9799
ITA;1992;7.0823;92.9177
ITA;1993;7.1479;92.8521
ITA;1994;7.6455;92.3545
ITA;1995;6.3123;93.6877
ITA;1996;7.0419;92.9581
ITA;1997;6.9211;93.0789
ITA;1998;6.8062;93.1939
ITA;1999;7.3128;92.6872
ITA;2000;7.1556;92.8444
ITA;2001;7.6085;92.3915
ITA;2002;6.7784;93.2216
ITA;2003;6.3391;93.6609
ITA;2004;7.2204;92.7796
ITA;2005;6.4335;93.5665
ITA;2006;6.73;93.27
ITA;2007;6.432;93.568
ITA;2008;8.1953;91.8047
ITA;2009;10.5855;89.4145
ITA;2010;11.4308;88.5692
ITA;2011;12.443;87.557
ITA;2012;14.1657;85.8343
ITA;2013;17.6107;82.3893
ITA;2014;19.7398;80.2602
ITA;2015;17.3347;82.6653
ITA;2016;17.0092;82.9908
ITA;2017;16.1497;83.8503
ITA;2018;17.7275;82.2725
ITA;2019;17.94;82.0601
ITA;2020;19.7213;80.2787
ITA;2021;18.3623;81.6377
JPN;1965;12.3351;87.661
JPN;1966;11.6511;88.2666
JPN;1967;8.7939;91.1287
JPN;1968;8.452;91.4327
JPN;1969;7.6119;92.2832
JPN;1970;6.8364;92.7662
JPN;1971;7.1662;92.1814
JPN;1972;6.9147;92.3482
JPN;1973;4.8947;94.4251
JPN;1974;6.031;92.5951
JPN;1975;6.3732;91.7925
JPN;1976;6.1614;91.4383
JPN;1977;5.3559;92.4297
JPN;1978;4.9568;91.0607
JPN;1979;5.5059;89.9473
JPN;1980;6.1949;88.3096
JPN;1981;6.2369;87.8365
JPN;1982;6.7353;86.0776
JPN;1983;6.9267;85.1608
JPN;1984;5.6219;85.8097
JPN;1985;6.3617;83.5334
JPN;1986;6.2966;83.2462
JPN;1987;5.8519;82.4567
JPN;1988;6.523;83.3406
JPN;1989;6.4584;83.0706
JPN;1990;5.6056;83.815
JPN;1991;5.9171;82.9857
JPN;1992;5.0802;83.4983
JPN;1993;5.6661;81.4921
JPN;1994;4.097;82.9973
JPN;1995;4.652;81.7081
JPN;1996;4.5327;81.6376
JPN;1997;4.9516;80.3515
JPN;1998;5.1709;79.608
JPN;1999;4.8563;80.5693
JPN;2000;4.8275;80.6669
JPN;2001;4.7164;80.6698
JPN;2002;4.7026;81.0831
JPN;2003;5.332;84.2908
JPN;2004;5.2577;82.0774
JPN;2005;4.7903;82.3535
JPN;2006;5.309;81.3939
JPN;2007;4.762;82.99
JPN;2008;4.8309;83.9899
JPN;2009;5.0214;81.6952
JPN;2010;5.6849;81.0955
JPN;2011;5.7332;86.5154
JPN;2012;5.6502;93.4542
JPN;2013;6.13;93.1286
JPN;2014;6.9359;93.001
JPN;2015;8.0688;91.6359
JPN;2016;7.9759;91.0618
JPN;2017;8.634;89.8579
JPN;2018;9.3223;88.2078
JPN;2019;9.5659;87.1005
JPN;2020;11.1553;86.4479
JPN;2021;11.429;85.3443
KAZ;1985;1.9355;98.0645
KAZ;1986;1.7365;98.2635
KAZ;1987;2.0357;97.9643
KAZ;1988;2.3957;97.6043
KAZ;1989;2.5383;97.4278
KAZ;1990;2.5344;97.4656
KAZ;1991;2.4798;97.342
KAZ;1992;2.3957;97.449
KAZ;1993;3.0153;96.8154
KAZ;1994;4.0728;95.7653
KAZ;1995;4.1146;95.8477
KAZ;1996;4.1592;95.7927
KAZ;1997;4.1815;95.6329
KAZ;1998;4.1937;95.7484
KAZ;1999;4.4555;95.5445
KAZ;2000;6.0228;93.9772
KAZ;2001;5.7043;94.2957
KAZ;2002;6.1204;93.8796
KAZ;2003;5.3826;94.6174
KAZ;2004;4.7016;95.2984
KAZ;2005;4.4324;95.5676
KAZ;2006;4.047;95.953
KAZ;2007;3.8182;96.1818
KAZ;2008;3.2849;96.7151
KAZ;2009;3.3547;96.6453
KAZ;2010;3.6241;96.3759
KAZ;2011;3.1191;96.8809
KAZ;2012;2.8572;97.1428
KAZ;2013;2.8629;97.1371
KAZ;2014;2.9825;97.0176
KAZ;2015;3.5664;96.4336
KAZ;2016;4.4041;95.5959
KAZ;2017;4.0427;95.9573
KAZ;2018;3.3888;96.6112
KAZ;2019;3.4689;96.5311
KAZ;2020;3.9;96.1
KAZ;2021;3.9886;96.0114
KWT;1965;0;100
KWT;1966;0;100
KWT;1967;0;100
KWT;1968;0;100
KWT;1969;0;100
KWT;1970;0;100
KWT;1971;0;100
KWT;1972;0;100
KWT;1973;0;100
KWT;1974;0;100
KWT;1975;0;100
KWT;1976;0;100
KWT;1977;0;100
KWT;1978;0;100
KWT;1979;0;100
KWT;1980;0;100
KWT;1981;0;100
KWT;1982;0;100
KWT;1983;0;100
KWT;1984;0;100
KWT;1985;0;100
KWT;1986;0;100
KWT;1987;0;100
KWT;1988;0;100
KWT;1989;0;100
KWT;1990;0;100
KWT;1991;0;100
KWT;1992;0;100
KWT;1993;0;100
KWT;1994;0;100
KWT;1995;0;100
KWT;1996;0;100
KWT;1997;0;100
KWT;1998;0;100
KWT;1999;0;100
KWT;2000;0;100
KWT;2001;0;100
KWT;2002;0;100
KWT;2003;0;100
KWT;2004;0;100
KWT;2005;0;100
KWT;2006;0;100
KWT;2007;0;100
KWT;2008;0;100
KWT;2009;0;100
KWT;2010;0;100
KWT;2011;0;100
KWT;2012;0;100
KWT;2013;0.0001;99.9999
KWT;2014;0.002;99.998
KWT;2015;0.003;99.997
KWT;2016;0.0291;99.9709
KWT;2017;0.04;99.96
KWT;2018;0.0313;99.9687
KWT;2019;0.0342;99.9658
KWT;2020;0.0365;99.9635
LVA;1985;8.2868;91.7132
LVA;1986;8.9839;91.0161
LVA;1987;12.1368;87.8632
LVA;1988;10.4321;89.5679
LVA;1989;12.54;87.4601
LVA;1990;15.3755;84.6245
LVA;1991;12.1539;87.8461
LVA;1992;13.0702;86.9298
LVA;1993;17.3008;82.6992
LVA;1994;20.5213;79.4787
LVA;1995;19.4863;80.5137
LVA;1996;13.2712;86.7287
LVA;1997;20.9179;79.0821
LVA;1998;28.0856;71.9144
LVA;1999;21.1387;78.8613
LVA;2000;22.1182;77.8818
LVA;2001;20.5121;79.4879
LVA;2002;17.688;82.312
LVA;2003;16.7515;83.2485
LVA;2004;20.2424;79.7576
LVA;2005;20.8536;79.0808
LVA;2006;17.8367;82.0838
LVA;2007;17.445;82.5102
LVA;2008;19.5588;80.3967
LVA;2009;22.6858;77.1993
LVA;2010;20.366;79.0047
LVA;2011;19.2685;80.0896
LVA;2012;24.7372;74.7203
LVA;2013;22.2846;77.1525
LVA;2014;19.172;80.1408
LVA;2015;18.8834;80.4347
LVA;2016;21.9021;77.765
LVA;2017;30.6951;69.0482
LVA;2018;22.4327;76.5557
LVA;2019;19.9299;79.1417
LVA;2020;24.769;73.856
LVA;2021;23.9174;74.1906
LTU;1985;0.6437;84.47
LTU;1986;0.6819;82.5006
LTU;1987;0.6135;84.4677
LTU;1988;0.6202;79.549
LTU;1989;0.5725;75.632
LTU;1990;0.6064;75.4539
LTU;1991;0.4683;76.9304
LTU;1992;0.7034;67.5253
LTU;1993;1.1367;64.8361
LTU;1994;1.5147;73.7059
LTU;1995;1.1187;64.8575
LTU;1996;0.8985;62.2279
LTU;1997;0.8816;64.6361
LTU;1998;1.1615;62.6096
LTU;1999;1.3868;66.913
LTU;2000;1.2857;68.1008
LTU;2001;1.055;63.8407
LTU;2002;1.0718;58.2518
LTU;2003;0.9452;56.8549
LTU;2004;1.1987;58.239
LTU;2005;1.41;68.1643
LTU;2006;1.3948;71.9688
LTU;2007;1.6963;70.4351
LTU;2008;1.7693;70.0219
LTU;2009;2.1865;64.5819
LTU;2010;3.9403;95.2632
LTU;2011;4.5948;94.6425
LTU;2012;4.8737;94.1012
LTU;2013;6.8268;92.0971
LTU;2014;7.0076;91.7684
LTU;2015;7.4305;91.3407
LTU;2016;8.971;90.0199
LTU;2017;10.2168;88.7519
LTU;2018;8.7029;89.7584
LTU;2019;9.698;88.6772
LTU;2020;10.1448;87.8834
LTU;2021;9.4904;88.4704
LUX;1965;0.6112;99.3888
LUX;1966;0.574;99.426
LUX;1967;0.6578;99.3422
LUX;1968;0.6212;99.3788
LUX;1969;0.5023;99.4977
LUX;1970;0.5347;99.4653
LUX;1971;0.3143;99.6857
LUX;1972;0.3594;99.6406
LUX;1973;0.2993;99.7007
LUX;1974;0.4354;99.5646
LUX;1975;0.4529;99.5472
LUX;1976;0.2849;99.7151
LUX;1977;0.6933;99.3067
LUX;1978;0.6544;99.3456
LUX;1979;0.6921;99.3079
LUX;1980;0.7774;99.2226
LUX;1981;0.9906;99.0094
LUX;1982;0.9595;99.0405
LUX;1983;1.0039;98.9961
LUX;1984;1.0008;98.9992
LUX;1985;0.8155;99.1845
LUX;1986;0.9784;99.0216
LUX;1987;1.2275;98.7725
LUX;1988;1.1297;98.8703
LUX;1989;0.7627;99.2373
LUX;1990;0.6646;99.3354
LUX;1991;0.7338;99.2662
LUX;1992;0.6107;99.3893
LUX;1993;0.6041;99.3959
LUX;1994;0.7753;99.2247
LUX;1995;0.9502;99.0498
LUX;1996;0.6497;99.3503
LUX;1997;0.9026;99.0974
LUX;1998;1.2946;98.7054
LUX;1999;1.0463;98.9537
LUX;2000;1.3704;98.6296
LUX;2001;1.2522;98.7478
LUX;2002;1.0301;98.9699
LUX;2003;0.9174;99.0826
LUX;2004;1.112;98.888
LUX;2005;1.1679;98.8321
LUX;2006;1.3909;98.6091
LUX;2007;1.538;97.4418
LUX;2008;1.6481;97.3349
LUX;2009;1.6371;97.3695
LUX;2010;1.5544;97.4998
LUX;2011;1.4713;97.4456
LUX;2012;1.8497;97.0138
LUX;2013;2.3042;96.3376
LUX;2014;2.5588;95.6407
LUX;2015;2.8419;94.9695
LUX;2016;3.0525;94.5657
LUX;2017;3.807;93.3041
LUX;2018;4.1559;92.852
LUX;2019;4.7653;92.0855
LUX;2020;6.8488;89.1218
LUX;2021;7.0952;88.9145
MYS;1965;5.2461;94.7539
MYS;1966;5.3465;94.6535
MYS;1967;5.2158;94.7842
MYS;1968;5.5936;94.4064
MYS;1969;6.4295;93.5705
MYS;1970;8.03;91.97
MYS;1971;6.2558;93.7442
MYS;1972;6.1962;93.8038
MYS;1973;5.6462;94.3538
MYS;1974;5.0566;94.9434
MYS;1975;4.8979;95.1021
MYS;1976;4.1376;95.8624
MYS;1977;2.8693;97.1307
MYS;1978;2.5392;97.4608
MYS;1979;2.6952;97.3048
MYS;1980;3.2901;96.7099
MYS;1981;3.5273;96.4727
MYS;1982;3.1702;96.8298
MYS;1983;3.2134;96.7866
MYS;1984;5.8833;94.1167
MYS;1985;6.483;93.517
MYS;1986;6.4585;93.5415
MYS;1987;7.5485;92.4515
MYS;1988;8.2797;91.7203
MYS;1989;6.8369;93.1631
MYS;1990;4.9409;95.0591
MYS;1991;4.3584;95.6416
MYS;1992;3.7215;96.2785
MYS;1993;4.1897;95.8103
MYS;1994;5.2703;94.7297
MYS;1995;4.6203;95.3797
MYS;1996;3.4504;96.5496
MYS;1997;2.3939;97.6061
MYS;1998;2.6601;97.3399
MYS;1999;4.218;95.782
MYS;2000;3.6813;96.3187
MYS;2001;3.14;96.86
MYS;2002;2.5938;97.4062
MYS;2003;2.2532;97.7468
MYS;2004;2.3197;97.6803
MYS;2005;2.2862;97.7138
MYS;2006;2.3655;97.626
MYS;2007;2.1385;97.8216
MYS;2008;2.6246;97.3226
MYS;2009;2.6227;97.3716
MYS;2010;2.3254;97.6691
MYS;2011;2.8594;97.1112
MYS;2012;2.9071;96.9641
MYS;2013;3.3196;96.4793
MYS;2014;3.563;96.1192
MYS;2015;3.646;95.9483
MYS;2016;4.8483;94.7662
MYS;2017;6.2915;93.3378
MYS;2018;6.2534;93.3276
MYS;2019;6.1784;93.215
MYS;2020;7.1632;92.3078
MYS;2021;8.0598;91.2213
MEX;1965;8.9347;91.0653
MEX;1966;9.6331;90.3669
MEX;1967;10.2913;89.7087
MEX;1968;10.8428;89.1572
MEX;1969;10.4753;89.5247
MEX;1970;10.9817;89.0183
MEX;1971;10.1427;89.8573
MEX;1972;9.78;90.22
MEX;1973;9.6483;90.3517
MEX;1974;9.0947;90.9054
MEX;1975;7.7845;92.2156
MEX;1976;8.3085;91.6916
MEX;1977;8.7383;91.2617
MEX;1978;6.598;93.402
MEX;1979;6.7474;93.2526
MEX;1980;5.8036;94.1964
MEX;1981;7.5374;92.4626
MEX;1982;6.8431;93.1569
MEX;1983;6.3087;93.6913
MEX;1984;6.8313;93.1687
MEX;1985;7.8205;92.1795
MEX;1986;6.5966;93.4034
MEX;1987;6.1186;93.8814
MEX;1988;6.7846;93.2154
MEX;1989;7.2934;92.6194
MEX;1990;6.8308;92.5143
MEX;1991;6.3246;92.7648
MEX;1992;7.251;91.9225
MEX;1993;7.2094;91.756
MEX;1994;5.4481;93.71
MEX;1995;7.111;91.1873
MEX;1996;7.6012;90.8598
MEX;1997;6.4236;91.5671
MEX;1998;5.862;92.4328
MEX;1999;7.3055;90.8781
MEX;2000;7.1509;91.4233
MEX;2001;6.3393;92.1379
MEX;2002;5.449;92.9125
MEX;2003;4.6525;93.6071
MEX;2004;5.3032;93.2606
MEX;2005;5.4733;92.951
MEX;2006;5.5861;92.8877
MEX;2007;5.2095;93.3431
MEX;2008;6.6961;91.9797
MEX;2009;4.9566;93.6211
MEX;2010;6.2831;92.9485
MEX;2011;5.8869;92.8625
MEX;2012;5.4621;93.4636
MEX;2013;5.0601;93.509
MEX;2014;6.7271;92.1012
MEX;2015;6.0523;92.5525
MEX;2016;6.1315;92.6186
MEX;2017;6.3727;92.3659
MEX;2018;6.9394;91.492
MEX;2019;7.0508;91.6052
MEX;2020;9.4754;88.9475
MEX;2021;10.5148;87.8977
MAR;1965;20.2271;79.7729
MAR;1966;13.3436;86.6564
MAR;1967;11.1976;88.8024
MAR;1968;11.8395;88.1605
MAR;1969;13.9581;86.0419
MAR;1970;13.1154;86.8846
MAR;1971;13.9239;86.0761
MAR;1972;13.5264;86.4736
MAR;1973;9.0946;90.9054
MAR;1974;9.5424;90.4576
MAR;1975;7.1344;92.8656
MAR;1976;6.4661;93.5339
MAR;1977;7.8848;92.1152
MAR;1978;7.7058;92.2942
MAR;1979;7.719;92.281
MAR;1980;7.3711;92.6289
MAR;1981;5.1365;94.8635
MAR;1982;2.7842;97.2158
MAR;1983;2.2804;97.7196
MAR;1984;1.7123;98.2877
MAR;1985;2.2007;97.7993
MAR;1986;2.8153;97.1847
MAR;1987;3.5068;96.4932
MAR;1988;3.7663;96.2337
MAR;1989;4.2317;95.7683
MAR;1990;4.3592;95.6408
MAR;1991;4.3259;95.6741
MAR;1992;3.0396;96.9604
MAR;1993;1.3823;98.6177
MAR;1994;2.3779;97.6221
MAR;1995;1.7635;98.2365
MAR;1996;5.4025;94.5975
MAR;1997;5.5314;94.4686
MAR;1998;4.6007;95.3993
MAR;1999;2.0588;97.9412
MAR;2000;1.9686;98.0314
MAR;2001;2.4726;97.5274
MAR;2002;2.325;97.675
MAR;2003;3.6571;96.3429
MAR;2004;3.4735;96.5265
MAR;2005;2.0817;97.9183
MAR;2006;2.0182;97.9817
MAR;2007;2.0502;97.9498
MAR;2008;1.8976;98.1024
MAR;2009;4.7117;95.2883
MAR;2010;5.8874;94.1127
MAR;2011;3.6438;96.3562
MAR;2012;3.1138;96.8862
MAR;2013;5.1106;94.8894
MAR;2014;4.4587;95.5413
MAR;2015;5.3888;94.6112
MAR;2016;5.5952;94.4048
MAR;2017;5.2868;94.7132
MAR;2018;7.1069;92.8931
MAR;2019;7.547;92.453
MAR;2020;7.634;92.3661
MAR;2021;7.6362;92.3638
NLD;1965;0;100
NLD;1966;0;100
NLD;1967;0;100
NLD;1968;0;99.9848
NLD;1969;0;99.8472
NLD;1970;0;99.8418
NLD;1971;0;99.8348
NLD;1972;0;99.8855
NLD;1973;0;99.6343
NLD;1974;0;98.8604
NLD;1975;0.3115;98.5384
NLD;1976;0.3102;98.4656
NLD;1977;0.314;98.4915
NLD;1978;0.4299;98.2889
NLD;1979;0.3801;98.5541
NLD;1980;0.3748;98.2588
NLD;1981;0.4188;98.3263
NLD;1982;0.1107;98.4428
NLD;1983;0.096;98.5781
NLD;1984;0.0068;98.6726
NLD;1985;0.1722;98.4833
NLD;1986;0.2058;98.409
NLD;1987;0.2552;98.6
NLD;1988;0.3074;98.5135
NLD;1989;0.3433;98.3731
NLD;1990;0.2806;98.6283
NLD;1991;0.3191;98.663
NLD;1992;0.34;98.5118
NLD;1993;0.3743;98.4427
NLD;1994;0.4267;98.3718
NLD;1995;0.4561;98.3745
NLD;1996;0.5639;98.2755
NLD;1997;0.636;98.6799
NLD;1998;0.7268;98.1987
NLD;1999;0.7948;98.1121
NLD;2000;0.9259;97.9696
NLD;2001;0.9884;97.9405
NLD;2002;1.1863;97.7658
NLD;2003;1.1635;97.7747
NLD;2004;1.5031;97.5262
NLD;2005;2.0781;96.9344
NLD;2006;2.3151;96.8155
NLD;2007;2.4174;96.5535
NLD;2008;2.9132;96.0596
NLD;2009;3.4303;95.5149
NLD;2010;3.2134;95.8613
NLD;2011;3.8113;95.1877
NLD;2012;3.9636;95.0638
NLD;2013;3.9458;95.3183
NLD;2014;3.9784;94.9247
NLD;2015;4.504;94.4245
NLD;2016;4.6764;94.308
NLD;2017;5.49;93.6293
NLD;2018;5.9913;93.1041
NLD;2019;7.303;91.6935
NLD;2020;10.759;88.1454
NLD;2021;12.3738;86.6308
NZL;1965;39.2528;60.7472
NZL;1966;39.5451;60.455
NZL;1967;39.8482;60.1518
NZL;1968;41.1746;58.8254
NZL;1969;40.1503;59.8497
NZL;1970;38.8233;61.1767
NZL;1971;41.6302;58.3698
NZL;1972;41.1913;58.8087
NZL;1973;39.1683;60.8317
NZL;1974;40.7578;59.2422
NZL;1975;43.6209;56.3791
NZL;1976;39.5155;60.4845
NZL;1977;36.9373;63.0627
NZL;1978;39.5742;60.4258
NZL;1979;44.9028;55.0972
NZL;1980;46.8752;53.1248
NZL;1981;47.3957;52.6043
NZL;1982;43.0693;56.9307
NZL;1983;44.4258;55.5742
NZL;1984;43.67;56.33
NZL;1985;41.6726;58.3275
NZL;1986;43.0084;56.9916
NZL;1987;42.3117;57.6883
NZL;1988;42.1549;57.8452
NZL;1989;47.1367;52.8633
NZL;1990;41.4562;58.5438
NZL;1991;40.4646;59.5354
NZL;1992;37.5146;62.4854
NZL;1993;40.2946;59.7054
NZL;1994;41.2523;58.7477
NZL;1995;42.104;57.896
NZL;1996;39.5418;60.4582
NZL;1997;35.6065;64.3935
NZL;1998;38.7577;61.2423
NZL;1999;35.6434;64.3566
NZL;2000;36.3742;63.6258
NZL;2001;32.7308;67.2692
NZL;2002;35.1267;64.8733
NZL;2003;34.3571;65.6428
NZL;2004;37.7945;62.2055
NZL;2005;34.6829;65.3171
NZL;2006;34.8111;65.1889
NZL;2007;35.4066;64.5877
NZL;2008;34.3975;65.5891
NZL;2009;37.8986;62.0875
NZL;2010;38.8175;61.1618
NZL;2011;39.5339;60.441
NZL;2012;36.9149;63.0545
NZL;2013;36.9217;63.0674
NZL;2014;37.5369;62.4508
NZL;2015;38.1294;61.8584
NZL;2016;38.9909;60.9957
NZL;2017;37.083;62.907
NZL;2018;38.1623;61.8246
NZL;2019;36.7624;63.2197
NZL;2020;39.0642;60.9001
NZL;2021;40.2187;59.7528
MKD;1990;4.8952;95.1048
MKD;1991;8.5153;91.4847
MKD;1992;8.2929;91.7071
MKD;1993;5.0977;94.9023
MKD;1994;7.2257;92.7744
MKD;1995;8.2669;91.7332
MKD;1996;7.5523;92.4477
MKD;1997;8.8669;91.1331
MKD;1998;9.44;90.56
MKD;1999;12.6362;87.3638
MKD;2000;11.2153;88.7847
MKD;2001;6.3362;93.6638
MKD;2002;7.7907;92.2093
MKD;2003;12.4619;87.5381
MKD;2004;13.5244;86.4756
MKD;2005;13.1264;86.8737
MKD;2006;14.1886;85.8114
MKD;2007;8.6962;91.3038
MKD;2008;7.4389;92.5148
MKD;2009;11.3459;88.5838
MKD;2010;19.9096;80.0754
MKD;2011;11.7026;88.2874
MKD;2012;9.1237;90.8679
MKD;2013;14.413;85.5522
MKD;2014;12.5133;87.4738
MKD;2015;18.565;81.4225
MKD;2016;18.146;81.8513
MKD;2017;11.8115;88.1836
MKD;2018;17.7871;82.2094
MKD;2019;11.5049;88.4917
MKD;2020;14.4413;85.5561
MKD;2021;14.8232;85.1744
NOR;1965;67.88;32.12
NOR;1966;65.3991;34.6009
NOR;1967;66.5916;33.4084
NOR;1968;67.1372;32.8628
NOR;1969;63.8806;36.1194
NOR;1970;61.5101;38.4899
NOR;1971;63.9665;36.0335
NOR;1972;64.2958;35.7042
NOR;1973;65.5822;34.4178
NOR;1974;68.3141;31.6859
NOR;1975;67.9741;32.0259
NOR;1976;67.3334;32.6666
NOR;1977;64.2686;35.7314
NOR;1978;64.1783;35.8217
NOR;1979;65.8647;34.1354
NOR;1980;65.2525;34.7475
NOR;1981;68.5979;31.4021
NOR;1982;69.1616;30.8384
NOR;1983;71.8823;28.1177
NOR;1984;71.1363;28.8637
NOR;1985;69.5292;30.4708
NOR;1986;66.9773;33.0227
NOR;1987;68.4314;31.5686
NOR;1988;69.9799;30.0202
NOR;1989;71.442;28.558
NOR;1990;72.4477;27.5523
NOR;1991;71.4401;28.56
NOR;1992;71.8656;28.1344
NOR;1993;71.1774;28.8226
NOR;1994;69.0315;30.9685
NOR;1995;70.8121;29.1879
NOR;1996;66.0122;33.9878
NOR;1997;66.3145;33.6855
NOR;1998;67.2188;32.7812
NOR;1999;68.7376;31.2625
NOR;2000;72.3979;27.6021
NOR;2001;67.5825;32.4175
NOR;2002;69.3098;30.6902
NOR;2003;63.816;36.184
NOR;2004;64.2388;35.7612
NOR;2005;69.736;30.264
NOR;2006;66.7353;33.2607
NOR;2007;69.2405;30.7015
NOR;2008;69.8954;29.9429
NOR;2009;67.7892;32.0025
NOR;2010;65.4702;34.2606
NOR;2011;66.3001;33.4259
NOR;2012;70.0951;29.6191
NOR;2013;67.5086;32.2034
NOR;2014;68.8873;30.8465
NOR;2015;68.8752;30.8396
