isoCode;date;Generation from Renewables (TWh);Generation from Fossil Fuels (TWh);Total Generation (TWh)
NOR;1987;103,29401;;104,283
NOR;1988;108,884;;110,02
NOR;1989;118,429;;119,197
NOR;1990;121,35;0,11;121,46
NOR;1991;110,34;0,120000005;110,46
NOR;1992;116,9;0,11;117,01
NOR;1993;119,48;0,13;119,61
NOR;1994;111,92;0,28;112,2
NOR;1995;121,83;0,29999998;122,13
NOR;1996;104,170006;0,4;104,57
NOR;1997;110,03;0,35;110,38
NOR;1998;115,979996;0,32999998;116,31
NOR;1999;121,74999;0,4;122,15
NOR;2000;142,11;0,32;142,43
NOR;2001;120,74;0,42;121,16
NOR;2002;129,7;0,42;130,12
NOR;2003;106,03;0,56;106,59
NOR;2004;109,39;0,59;109,98
NOR;2005;136,52;0,58;137,1
NOR;2006;120,4;0,69;121,09
NOR;2007;134,94;1;135,94
NOR;2008;140,35;0,67;141,02
NOR;2009;126,49;4,41;130,9
NOR;2010;117,97;5,12;123,09
NOR;2011;121,9;4,31;126,21
NOR;2012;143,6;2,95;146,55
NOR;2013;130,42;2,85;133,27
NOR;2014;137,94;3;140,94
NOR;2015;140,07;2,99;143,06
NOR;2016;145,16;2,97;148,13
NOR;2017;145,48;2,93;148,41
NOR;2018;142,88;2,96;145,84
NOR;2019;131,32;2,76;134,08
NOR;2020;151,11;2,19;153,3
NOR;2021;150,47;0,69;151,16
OMN;1985;0;;2,888
OMN;1986;0;;3,617
OMN;1987;0;;3,884
OMN;1988;0;;4,408
OMN;1989;0;;4,707
OMN;1990;0;;4,501
OMN;1991;0;;4,625
OMN;1992;0;;5,113
OMN;1993;0;;5,833
OMN;1994;0;;6,198
OMN;1995;0;;6,5
OMN;1996;0;;6,802
OMN;1997;0;;7,318
OMN;1998;0;;8,2
OMN;1999;0;;8,413
OMN;2000;0;8,56;8,56
OMN;2001;0;9,15;9,15
OMN;2002;0;9,71;9,71
OMN;2003;0;10,07;10,07
OMN;2004;0;10,81;10,81
OMN;2005;0;11,89;11,89
OMN;2006;0;13,26;13,26
OMN;2007;0;13,32;13,32
OMN;2008;0;14,88;14,88
OMN;2009;0;16,75;16,75
OMN;2010;0;18,63;18,63
OMN;2011;0;20,56;20,56
OMN;2012;0;23,52;23,52
OMN;2013;0;24,67;24,67
OMN;2014;0;27,38;27,38
OMN;2015;0;30,79;30,79
OMN;2016;0;32,17;32,17
OMN;2017;0,02;33,96;33,98
OMN;2018;0,02;35,45;35,47
OMN;2019;0,02;36,03;36,05
OMN;2020;0,13;34,21;34,34
OMN;2021;0,16;36,4;36,56
PAK;1985;13,023972;;28,825
PAK;1986;12,453869;;32,348
PAK;1987;16,373877;;36,347
PAK;1988;17,16495;;40,671
PAK;1989;17,443373;;42,806
PAK;1990;17,0854;;45,985
PAK;1991;18,283058;;50,22
PAK;1992;19,944752;;53,575
PAK;1993;21,933483;;57,012
PAK;1994;21,526897;;57,923
PAK;1995;22,746653;;63,75
PAK;1996;24,797253;;67,565
PAK;1997;18,446575;;62,481
PAK;1998;24,107826;;66,396
PAK;1999;21,5048;;65,302
PAK;2000;17,79;45,23;63,4
PAK;2001;19,54;47,34;68,86
PAK;2002;22,95;47,7;72,45
PAK;2003;27,49;48,18;77,48
PAK;2004;26,33;52,87;81,13
PAK;2005;31,52;55,69;89,62
PAK;2006;32,66;59,1;94,31
PAK;2007;29,52;58,94;90,77
PAK;2008;28,67;57,32;87,73
PAK;2009;29,02;60,58;92,24
PAK;2010;32,58;59,33;94,47
PAK;2011;29,35;61,64;94,83
PAK;2012;30,68;62,15;98,1
PAK;2013;33,24;67,29;104,93
PAK;2014;34,47;68,29;107,34
PAK;2015;36,82;71,15;112,3
PAK;2016;35,64;82,57;123,65
PAK;2017;32,39;91,08;131,58
PAK;2018;42,67;87,94;139,9
PAK;2019;40,52;86,44;136,03
PAK;2020;42,72;84,52;136,88
PAK;2021;44,66;89,77;150,17
PSE;2000;0;0;0
PSE;2001;0;0,03;0,03
PSE;2002;0;0,14;0,14
PSE;2003;0;0,32;0,32
PSE;2004;0;0,38;0,38
PSE;2005;0;0,46;0,46
PSE;2006;0;0,32;0,32
PSE;2007;0;0,4;0,4
PSE;2008;0;0,4;0,4
PSE;2009;0;0,46;0,46
PSE;2010;0;0,44;0,44
PSE;2011;0;0,54;0,54
PSE;2012;0;0,44;0,44
PSE;2013;0;0,5;0,5
PSE;2014;0;0,32;0,32
PSE;2015;0,01;0,47;0,48
PSE;2016;0,04;0,47;0,51
PSE;2017;0,05;0,47;0,52
PSE;2018;0,06;0,34;0,4
PSE;2019;0,12;0,65;0,77
PSE;2020;0,18;0,62;0,8
PSE;2021;0,2;0,66;0,86
PAN;2000;3,4;1,36;4,76
PAN;2001;2,51;2,43;4,94
PAN;2002;3,4;1,75;5,15
PAN;2003;2,84;2,55;5,39
PAN;2004;3,77;1,83;5,6
PAN;2005;3,72;1,95;5,67
PAN;2006;3,58;2,28;5,86
PAN;2007;3,67;2,65;6,32
PAN;2008;3,99;2,25;6,24
PAN;2009;3,92;2,82;6,74
PAN;2010;4,2;2,95;7,15
PAN;2011;4,14;3,42;7,56
PAN;2012;5,42;2,94;8,36
PAN;2013;5,2;3,47;8,67
PAN;2014;5,19;3,16;8,35
PAN;2015;6,69;2,66;9,35
PAN;2016;7,24;2,76;10
PAN;2017;7,9;2,73;10,63
PAN;2018;8,74;1,9;10,64
PAN;2019;6,24;4,15;10,39
PAN;2020;8,35;2,69;11,04
PAN;2021;8,33;2,86;11,19
PNG;2000;0,97;1,14;2,11
PNG;2001;1;1,59;2,59
PNG;2002;1;1,76;2,76
PNG;2003;1,07;2,03;3,1
PNG;2004;1,04;2,14;3,18
PNG;2005;1,28;2,05;3,33
PNG;2006;1,25;2;3,25
PNG;2007;1,34;2;3,34
PNG;2008;1,34;1,94;3,28
PNG;2009;1,32;2,03;3,35
PNG;2010;1,32;2,07;3,39
PNG;2011;1,42;2,11;3,53
PNG;2012;1,43;2,18;3,61
PNG;2013;1,47;2,35;3,82
PNG;2014;1,49;2,53;4,02
PNG;2015;1,48;2,67;4,15
PNG;2016;1,48;2,79;4,27
PNG;2017;1,27;2,99;4,26
PNG;2018;1,27;3,13;4,4
PNG;2019;1,28;3,16;4,44
PNG;2020;1,28;3,36;4,64
PNG;2021;1,29;3,57;4,86
PRY;2000;52,96;0,01;52,97
PRY;2001;44,86;0,01;44,87
PRY;2002;47,73;0,01;47,74
PRY;2003;51,25;0,02;51,27
PRY;2004;51,41;0;51,41
PRY;2005;50,65;0;50,65
PRY;2006;53,25;0;53,25
PRY;2007;53,19;0;53,19
PRY;2008;54,91;0;54,91
PRY;2009;54,41;0;54,41
PRY;2010;53,52;0;53,52
PRY;2011;57,05;0;57,05
PRY;2012;59,63;0;59,63
PRY;2013;59,87;0,04;59,91
PRY;2014;54,83;0,04;54,87
PRY;2015;55,3;0,04;55,34
PRY;2016;63,3;0;63,3
PRY;2017;59,23;0;59,23
PRY;2018;58,75;0;58,75
PRY;2019;48,99;0,07;49,06
PRY;2020;46,43;0,07;46,5
PRY;2021;39,95;0,07;40,02
PER;1985;9,551;;12,111
PER;1986;10,214001;;12,948
PER;1987;11,014;;14,006
PER;1988;10,559;;13,552
PER;1989;10,652;;13,727
PER;1990;10,605;;13,808
PER;1991;11,625;;14,482
PER;1992;9,8220005;;13,122
PER;1993;11,908;;14,808
PER;1994;12,866;;15,866
PER;1995;13,0796;;16,8801
PER;1996;13,4609995;;17,2798
PER;1997;13,369101;;17,9534
PER;1998;13,9348;;18,5825
PER;1999;14,6802;;19,0496
PER;2000;16,07;3,47;19,54
PER;2001;17,48;2,94;20,42
PER;2002;17,93;3,66;21,59
PER;2003;18,44;4,05;22,49
PER;2004;17,47;6,38;23,85
PER;2005;18,02;7,32;25,34
PER;2006;19,6;7,14;26,74
PER;2007;19,42;9,72;29,14
PER;2008;19,07;12,94;32,01
PER;2009;19,6;12,07;31,67
PER;2010;20,03;14,25;34,28
PER;2011;21,67;15,84;37,51
PER;2012;21,68;16,74;38,42
PER;2013;22,81;18,84;41,65
PER;2014;23,01;20,46;43,47
PER;2015;24,82;21,42;46,24
PER;2016;25,9;23,94;49,84
PER;2017;30,8;21,66;52,46
PER;2018;33,26;21,41;54,67
PER;2019;34,39;22,17;56,56
PER;2020;33,7;19,12;52,82
PER;2021;35,24;22,9;58,14
PHL;1985;11,49518;;22,766
PHL;1986;11,5903;;20,974
PHL;1987;10,14297;;22,642
PHL;1988;11,48691;;24,539
PHL;1989;12,186661;;25,573
PHL;1990;11,95776;;26,327
PHL;1991;10,903;;25,649
PHL;1992;10,139999;;25,87
PHL;1993;10,6970005;;26,579
PHL;1994;12,182;;30,459
PHL;1995;12,367001;;33,554
PHL;1996;13,564;;36,707
PHL;1997;13,306;;39,797
PHL;1998;13,98;;41,578
PHL;1999;18,434;;41,432
PHL;2000;19,37;24,28;43,65
PHL;2001;17,5;27,7;45,2
PHL;2002;17,22;29,3;46,52
PHL;2003;17,64;33,04;50,68
PHL;2004;18,82;34,84;53,66
PHL;2005;18,25;35,93;54,18
PHL;2006;20,39;34,12;54,51
PHL;2007;18,8;38,29;57,09
PHL;2008;20,56;37,74;58,3
PHL;2009;20,26;39,11;59,37
PHL;2010;18,15;46,56;64,71
PHL;2011;20,09;49,04;69,13
PHL;2012;21,06;51,82;72,88
PHL;2013;20,18;55,06;75,24
PHL;2014;20,18;57,07;77,25
PHL;2015;21,6;60,8;82,4
PHL;2016;22,37;68,45;90,82
PHL;2017;23,35;71,02;94,37
PHL;2018;23,73;76,04;99,77
PHL;2019;22,78;83,3;106,08
PHL;2020;23,21;79,27;102,48
PHL;2021;23,94;84,26;108,2
POL;1985;2,249;133,28194;137,714
POL;1986;1,917;135,96599;140,294
POL;1987;1,854;141,45012;145,833
POL;1988;1,887;139,93257;144,34
POL;1989;1,712;141,47351;145,464
POL;1990;1,49;132,95;134,44
POL;1991;1,5;131,22;132,72
POL;1992;1,62;129,07;130,69
POL;1993;1,55;130,23;131,78
POL;1994;1,78;131,51;133,29
POL;1995;1,96;135,09;137,05
POL;1996;2,06;139,12999;141,19
POL;1997;2,13;138,81;140,94
POL;1998;2,53;138,23999;140,77
POL;1999;2,3400002;137,65001;139,99
POL;2000;2,33;140,85;143,18
POL;2001;2,78;140,94;143,72
POL;2002;2,77;139,72;142,49
POL;2003;2,25;147,76;150,01
POL;2004;3,2;149,06;152,26
POL;2005;3,85;151,2;155,05
POL;2006;4,29;156,16;160,45
POL;2007;5,43;153,08;158,51
POL;2008;6,61;148,03;154,64
POL;2009;8,69;142,4;151,09
POL;2010;10,88;146,12;157
POL;2011;13,13;149,88;163,01
POL;2012;16,88;144,75;161,63
POL;2013;17,06;146,85;163,91
POL;2014;19,85;138,53;158,38
POL;2015;22,69;141,55;164,24
POL;2016;22,81;143,28;166,09
POL;2017;24,13;145,8;169,93
POL;2018;21,62;147,87;169,49
POL;2019;25,46;137,58;163,04
POL;2020;28,23;128,91;157,14
POL;2021;30,56;148,21;178,77
POL;2022;37,58;141,57;179,15
PRT;1985;11,241;;18,9
PRT;1986;9,12;;20,355
PRT;1987;9,767;;20,135
PRT;1988;12,886;;22,489
PRT;1989;6,48201;;25,808
PRT;1990;9,83;18,5;28,33
PRT;1991;9,84;19,880001;29,72
PRT;1992;5,4900002;24,119999;29,61
PRT;1993;9,43;21,560001;30,99
PRT;1994;11,63;19,7;31,33
PRT;1995;9,38;23,77;33,15
PRT;1996;15,780001;18,630001;34,41
PRT;1997;14,2300005;19,91;34,14
PRT;1998;14,150001;24,76;38,91
PRT;1999;8,62;34,29;42,91
PRT;2000;12,87;30,51;43,38
PRT;2001;15,74;30,43;46,17
PRT;2002;9,73;35,92;45,65
PRT;2003;17,7;28,82;46,52
PRT;2004;12,31;32,51;44,82
PRT;2005;8,25;37,93;46,18
PRT;2006;15,72;32,85;48,57
PRT;2007;16,21;30,68;46,89
PRT;2008;14,64;30,84;45,48
PRT;2009;18,29;31,19;49,48
PRT;2010;28,35;25,34;53,69
PRT;2011;24,11;27,77;51,88
PRT;2012;19,37;26,2;45,57
PRT;2013;29,47;21,06;50,53
PRT;2014;31,57;20,39;51,96
PRT;2015;24,37;26,9;51,27
PRT;2016;32,3;26,83;59,13
PRT;2017;22,58;35,12;57,7
PRT;2018;29,41;29;58,41
PRT;2019;27,41;24,32;51,73
PRT;2020;30,11;21,43;51,54
PRT;2021;31,55;17,89;49,44
PRT;2022;28,09;18,87;46,96
PRI;2000;0,15;21,66;21,81
PRI;2001;0,13;22,17;22,3
PRI;2002;0,11;23,06;23,17
PRI;2003;0,1;23,83;23,93
PRI;2004;0,14;23,99;24,13
PRI;2005;0,14;24,82;24,96
PRI;2006;0,14;23,69;23,83
PRI;2007;0,16;22,14;22,3
PRI;2008;0,16;20,76;20,92
PRI;2009;0,17;20,53;20,7
PRI;2010;0,16;20,74;20,9
PRI;2011;0,15;19,87;20,02
PRI;2012;0,12;21,08;21,2
PRI;2013;0,29;20,2;20,49
PRI;2014;0,35;20,07;20,42
PRI;2015;0,38;20,03;20,41
PRI;2016;0,39;20,57;20,96
PRI;2017;0,37;16,32;16,69
PRI;2018;0,25;16,74;16,99
PRI;2019;0,47;16,8;17,27
PRI;2020;0,48;16,67;17,15
PRI;2021;0,51;17,73;18,24
QAT;1985;0;;3,964
QAT;1986;0;;4,318
QAT;1987;0;;4,386
QAT;1988;0;;4,614
QAT;1989;0;;4,646
QAT;1990;0;;4,842
QAT;1991;0;;4,669
QAT;1992;0;;5,183
QAT;1993;0;;5,56
QAT;1994;0;;5,85
QAT;1995;0;;6,013
QAT;1996;0;;6,615
QAT;1997;0;;6,91
QAT;1998;0;;8,166
QAT;1999;0;;8,939
QAT;2000;0;8,59;8,59
QAT;2001;0;9,35;9,35
QAT;2002;0;10,28;10,28
QAT;2003;0;11,29;11,29
QAT;2004;0;12,44;12,44
QAT;2005;0;13,53;13,53
QAT;2006;0;16,06;16,06
QAT;2007;0;18,29;18,29
QAT;2008;0;20,32;20,32
QAT;2009;0;22,71;22,71
QAT;2010;0;26,46;26,46
QAT;2011;0,02;28,86;28,88
QAT;2012;0,03;32,68;32,71
QAT;2013;0,03;32,64;32,67
QAT;2014;0,04;36,44;36,48
QAT;2015;0,04;39,1;39,14
QAT;2016;0,04;39,86;39,9
QAT;2017;0,04;42,92;42,96
QAT;2018;0,04;45,14;45,18
QAT;2019;0,04;46,97;47,01
QAT;2020;0,04;44,62;44,66
QAT;2021;0,04;47,46;47,5
REU;2000;0,71;1,23;1,94
REU;2001;0,73;1,37;2,1
REU;2002;0,71;1,37;2,08
REU;2003;0,72;1,45;2,17
REU;2004;0,79;1,59;2,38
REU;2005;0,82;1,68;2,5
REU;2006;0,88;1,65;2,53
REU;2007;0,96;1,62;2,58
REU;2008;0,97;1,72;2,69
REU;2009;0,89;1,89;2,78
REU;2010;0,96;1,9;2,86
REU;2011;0,89;2;2,89
REU;2012;0;0;0
REU;2013;0;0;0
REU;2014;0;0;0
REU;2015;0;0;0
REU;2016;0;0;0
REU;2017;0;0;0
REU;2018;0;0;0
REU;2019;0;0;0
REU;2020;0;0;0
REU;2021;0;0;0
ROU;1985;12,713;;71,818
ROU;1986;10,81;;75,478
ROU;1987;11,209;;74,079
ROU;1988;14,776;;75,322
ROU;1989;13,678;;75,851
ROU;1990;11,41;52,89;64,3
ROU;1991;14,59;42,21;56,8
ROU;1992;11,7;42,309998;54,01
ROU;1993;12,77;42,59;55,36
ROU;1994;13,05;41,989998;55,04
ROU;1995;16,69;42,36;59,05
ROU;1996;15,76;43,879997;61,03
ROU;1997;17,52;33,8;56,72
ROU;1998;18,89;28,789999;52,99
ROU;1999;18,29;26,98;50,47
ROU;2000;14,78;31,32;51,56
ROU;2001;14,92;33,18;53,55
ROU;2002;16,05;32,86;54,42
ROU;2003;13,26;36,67;54,84
ROU;2004;16,51;34,43;56,49
ROU;2005;20,22;33,64;59,41
ROU;2006;18,36;38,71;62,7
ROU;2007;16,01;37,96;61,68
ROU;2008;17,22;36,5;64,95
ROU;2009;15,55;30,43;57,73
ROU;2010;20,3;28,69;60,61
ROU;2011;16,32;33,93;62
ROU;2012;14,93;32,38;58,78
ROU;2013;20,15;26,78;58,55
ROU;2014;27,12;26,39;65,19
ROU;2015;26,19;28,09;65,92
ROU;2016;26,97;26,33;64,59
ROU;2017;24,29;28,15;63,95
ROU;2018;26,19;26,87;64,44
ROU;2019;24,63;23,27;59,18
ROU;2020;24,61;19,54;55,62
ROU;2021;26,34;21,51;59,13
ROU;2022;23,73;21,29;56,3
RUS;1990;166,91061;796,96436;1082,2
RUS;1991;168,159;780,0205;1068,1633
RUS;1992;172,657;714,3509;1008,45
RUS;1993;174,349;660,4453;956,587
RUS;1994;175,987;599,49744;875,914
RUS;1995;176,31421;581,6321;860,027
RUS;1996;154,36601;581,2496;847,183
RUS;1997;157,49101;565,68225;834,131
RUS;1998;158,555;562,41974;827,158
RUS;1999;160,55;560,877;846,225
RUS;2000;164,21;546,8;833,47
RUS;2001;174,1;543,77;843,23
RUS;2002;162,55;550,19;846,88
RUS;2003;156,43;571,17;868,77
RUS;2004;176,65;572,11;886,23
RUS;2005;173,53;590,64;901,81
RUS;2006;174,29;623,48;942,42
RUS;2007;178;634,93;960,92
RUS;2008;165,69;667,2;984,95
RUS;2009;175,11;612,39;940,28
RUS;2010;167,49;656,44;983,34
RUS;2011;166,88;670,52;999,42
RUS;2012;166,85;681,59;1014,73
RUS;2013;182,04;660,98;1004,4
RUS;2014;176,51;662,92;1008,5
RUS;2015;169,39;658,86;1011,06
RUS;2016;186,09;663,99;1034,13
RUS;2017;186,64;660,38;1037,14
RUS;2018;193;672,83;1047,59
RUS;2019;197,25;670,79;1063,58
RUS;2020;216,75;612,42;1044,91
RUS;2021;221,62;666,3;1110,36
RWA;2000;0,11;0;0,11
RWA;2001;0,09;0;0,09
RWA;2002;0,1;0;0,1
RWA;2003;0,12;0;0,12
RWA;2004;0,08;0,01;0,09
RWA;2005;0,06;0,04;0,1
RWA;2006;0,04;0,12;0,16
RWA;2007;0,04;0,11;0,15
RWA;2008;0,07;0,11;0,18
RWA;2009;0,1;0,14;0,24
RWA;2010;0,11;0,16;0,27
RWA;2011;0,13;0,18;0,31
RWA;2012;0,14;0,2;0,34
RWA;2013;0,15;0,23;0,38
RWA;2014;0,21;0,26;0,47
RWA;2015;0,3;0,28;0,58
RWA;2016;0,32;0,36;0,68
RWA;2017;0,37;0,4;0,77
RWA;2018;0,37;0,49;0,86
RWA;2019;0,47;0,55;1,02
RWA;2020;0,59;0,32;0,91
RWA;2021;0,51;0,34;0,85
SHN;2000;0;0;0
SHN;2001;0;0;0
SHN;2002;0;0;0
SHN;2003;0;0;0
SHN;2004;0;0;0
SHN;2005;0;0;0
SHN;2006;0;0;0
SHN;2007;0;0;0
SHN;2008;0;0;0
SHN;2009;0;0;0
SHN;2010;0;0;0
SHN;2011;0;0;0
SHN;2012;0;0;0
SHN;2013;0;0;0
SHN;2014;0;0;0
SHN;2015;0;0;0
SHN;2016;0;0;0
SHN;2017;0;0;0
SHN;2018;0;0;0
SHN;2019;0;0;0
SHN;2020;0;0;0
SHN;2021;0;0;0
KNA;2000;0;0,09;0,09
KNA;2001;0;0,09;0,09
KNA;2002;0;0,1;0,1
KNA;2003;0;0,12;0,12
KNA;2004;0;0,12;0,12
KNA;2005;0;0,13;0,13
KNA;2006;0;0,13;0,13
KNA;2007;0;0,16;0,16
KNA;2008;0;0,17;0,17
KNA;2009;0;0,17;0,17
KNA;2010;0;0,18;0,18
KNA;2011;0;0,18;0,18
KNA;2012;0,01;0,19;0,2
KNA;2013;0,01;0,2;0,21
KNA;2014;0,01;0,2;0,21
KNA;2015;0,01;0,19;0,2
KNA;2016;0,01;0,2;0,21
KNA;2017;0;0,21;0,21
KNA;2018;0,01;0,21;0,22
KNA;2019;0,01;0,21;0,22
KNA;2020;0,01;0,2;0,21
KNA;2021;0,01;0,21;0,22
LCA;2000;0;0,26;0,26
LCA;2001;0;0,27;0,27
LCA;2002;0;0,27;0,27
LCA;2003;0;0,28;0,28
LCA;2004;0;0,29;0,29
LCA;2005;0;0,3;0,3
LCA;2006;0;0,31;0,31
LCA;2007;0;0,32;0,32
LCA;2008;0;0,33;0,33
LCA;2009;0;0,34;0,34
LCA;2010;0;0,36;0,36
LCA;2011;0;0,36;0,36
LCA;2012;0;0,36;0,36
LCA;2013;0;0,36;0,36
LCA;2014;0;0,36;0,36
LCA;2015;0;0,36;0,36
LCA;2016;0;0,37;0,37
LCA;2017;0;0,38;0,38
LCA;2018;0;0,37;0,37
LCA;2019;0;0,35;0,35
LCA;2020;0;0,33;0,33
LCA;2021;0;0,35;0,35
SPM;2000;0;0,04;0,04
SPM;2001;0;0,04;0,04
SPM;2002;0;0,05;0,05
SPM;2003;0;0,05;0,05
SPM;2004;0;0,05;0,05
SPM;2005;0;0,04;0,04
SPM;2006;0;0,04;0,04
SPM;2007;0;0,04;0,04
SPM;2008;0;0,04;0,04
SPM;2009;0;0,04;0,04
SPM;2010;0;0,04;0,04
SPM;2011;0;0,04;0,04
SPM;2012;0;0,04;0,04
SPM;2013;0;0,04;0,04
SPM;2014;0;0,05;0,05
SPM;2015;0;0,05;0,05
SPM;2016;0;0,05;0,05
SPM;2017;0;0,05;0,05
SPM;2018;0;0,05;0,05
SPM;2019;0;0,05;0,05
SPM;2020;0;0,05;0,05
SPM;2021;0;0,05;0,05
VCT;2000;0,03;0,06;0,09
VCT;2001;0,02;0,08;0,1
VCT;2002;0,02;0,08;0,1
VCT;2003;0,02;0,08;0,1
VCT;2004;0,03;0,09;0,12
VCT;2005;0,03;0,1;0,13
VCT;2006;0,02;0,1;0,12
VCT;2007;0,02;0,11;0,13
VCT;2008;0,02;0,11;0,13
VCT;2009;0,02;0,11;0,13
VCT;2010;0,03;0,11;0,14
VCT;2011;0,03;0,11;0,14
VCT;2012;0,03;0,11;0,14
VCT;2013;0,02;0,11;0,13
VCT;2014;0,01;0,12;0,13
VCT;2015;0,02;0,12;0,14
VCT;2016;0,02;0,13;0,15
VCT;2017;0,02;0,12;0,14
VCT;2018;0,02;0,12;0,14
VCT;2019;0,02;0,12;0,14
VCT;2020;0,04;0,11;0,15
VCT;2021;0,04;0,12;0,16
WSM;2000;0,05;0,05;0,1
WSM;2001;0,06;0,05;0,11
WSM;2002;0,07;0,05;0,12
WSM;2003;0,06;0,05;0,11
WSM;2004;0,06;0,05;0,11
WSM;2005;0,06;0,05;0,11
WSM;2006;0,05;0,06;0,11
WSM;2007;0,05;0,06;0,11
WSM;2008;0,05;0,06;0,11
WSM;2009;0,05;0,06;0,11
WSM;2010;0,05;0,06;0,11
WSM;2011;0,05;0,07;0,12
WSM;2012;0,04;0,07;0,11
WSM;2013;0,03;0,08;0,11
WSM;2014;0,03;0,09;0,12
WSM;2015;0,04;0,09;0,13
WSM;2016;0,05;0,09;0,14
WSM;2017;0,05;0,09;0,14
WSM;2018;0,06;0,09;0,15
WSM;2019;0,06;0,09;0,15
WSM;2020;0,06;0,1;0,16
WSM;2021;0,06;0,11;0,17
STP;2000;0,01;0,02;0,03
STP;2001;0;0,02;0,02
STP;2002;0,01;0,02;0,03
STP;2003;0,01;0,02;0,03
STP;2004;0,01;0,03;0,04
STP;2005;0;0,04;0,04
STP;2006;0,01;0,03;0,04
STP;2007;0,01;0,03;0,04
STP;2008;0,01;0,04;0,05
STP;2009;0,01;0,04;0,05
STP;2010;0;0,05;0,05
STP;2011;0,01;0,05;0,06
STP;2012;0,01;0,05;0,06
STP;2013;0,01;0,06;0,07
STP;2014;0,01;0,07;0,08
STP;2015;0,01;0,07;0,08
STP;2016;0,01;0,08;0,09
STP;2017;0,01;0,08;0,09
STP;2018;0,01;0,08;0,09
STP;2019;0,01;0,08;0,09
STP;2020;0,01;0,09;0,1
STP;2021;0,01;0,09;0,1
SAU;1985;0;51,654;51,654003
SAU;1986;0;55,684685;55,684685
SAU;1987;0;65,00029;65,00029
SAU;1988;0;70,091064;70,09107
SAU;1989;0;75,7298;75,72979
SAU;1990;0;79,88046;79,880455
SAU;1991;0;84,99571;84,99571
SAU;1992;0;93,473175;93,473175
SAU;1993;0;102,66853;102,66853
SAU;1994;0;106,04596;106,04595
SAU;1995;0;109,928024;109,928024
SAU;1996;0;112,16712;112,16712
SAU;1997;0;119,10448;119,10447
SAU;1998;0;126,16768;126,16768
SAU;1999;0;130,99937;130,99937
SAU;2000;0;138,68;138,68
SAU;2001;0;146,09;146,09
SAU;2002;0;154,91;154,91
SAU;2003;0;166,58;166,58
SAU;2004;0;173,41;173,41
SAU;2005;0;191,05;191,05
SAU;2006;0;196,31;196,31
SAU;2007;0;204,43;204,43
SAU;2008;0;204,2;204,2
SAU;2009;0;217,31;217,31
SAU;2010;0;240,06;240,06
SAU;2011;0,01;250,07;250,08
SAU;2012;0,03;271,68;271,71
SAU;2013;0,04;284,02;284,06
SAU;2014;0,05;311,81;311,86
SAU;2015;0,05;338,34;338,39
SAU;2016;0,05;337,38;337,43
SAU;2017;0,07;354,3;354,37
SAU;2018;0,16;334,7;334,86
SAU;2019;0,21;335,24;335,45
SAU;2020;0,21;337,82;338,03
SAU;2021;0,83;355,79;356,62
SEN;2000;0,05;1,39;1,44
SEN;2001;0,06;1,63;1,69
SEN;2002;0,25;1,54;1,79
SEN;2003;0,38;1,51;1,89
SEN;2004;0,35;1,64;1,99
SEN;2005;0,33;1,94;2,27
SEN;2006;0,29;1,98;2,27
SEN;2007;0,25;2,22;2,47
SEN;2008;0,29;2,3;2,59
SEN;2009;0,3;2,36;2,66
SEN;2010;0,42;2,4;2,82
SEN;2011;0,41;2,45;2,86
SEN;2012;0,48;2,69;3,17
SEN;2013;0,5;2,8;3,3
SEN;2014;0,53;3,12;3,65
SEN;2015;0,56;3,32;3,88
SEN;2016;0,5;3,67;4,17
SEN;2017;0,6;3,88;4,48
SEN;2018;0,71;3,96;4,67
SEN;2019;0,72;4,45;5,17
SEN;2020;1,01;4,23;5,24
SEN;2021;1,13;4,48;5,61
SRB;1990;7,49;31,480001;38,97
SRB;1991;9,57;28,1;37,67
SRB;1992;9,17;25,14;34,31
SRB;1993;8,06;21,9;29,96
SRB;1994;8,92;21,9;30,82
SRB;1995;9,9;22,28;32,18
SRB;1996;11,48;20,83;32,31
SRB;1997;10,5;24,689999;35,19
SRB;1998;10,32;24,91;35,23
SRB;1999;11,14;19,689999;30,83
SRB;2000;9,82;22,13;31,95
SRB;2001;9,89;22,68;32,57
SRB;2002;9,93;23,31;33,24
SRB;2003;8,74;25,52;34,26
SRB;2004;10,62;26,57;37,19
SRB;2005;11,41;24,45;35,86
SRB;2006;10,35;25,52;35,87
SRB;2007;9,46;26,51;35,97
SRB;2008;9,56;27,26;36,82
SRB;2009;10,54;27,17;37,71
SRB;2010;11,89;25,53;37,42
SRB;2011;8,67;29,35;38,02
SRB;2012;9,3;26,89;36,19
SRB;2013;10,22;29,01;39,23
SRB;2014;11,03;22,41;33,44
SRB;2015;10,11;27,48;37,59
SRB;2016;10,86;27,75;38,61
SRB;2017;9,29;27,15;36,44
SRB;2018;10,9;25,77;36,67
SRB;2019;10,51;26,35;36,86
SRB;2020;10,21;27,02;37,23
SRB;2021;12,4;24,69;37,09
SYC;2000;0;0,18;0,18
SYC;2001;0;0,18;0,18
SYC;2002;0;0,2;0,2
SYC;2003;0;0,21;0,21
SYC;2004;0;0,21;0,21
SYC;2005;0;0,22;0,22
SYC;2006;0;0,24;0,24
SYC;2007;0;0,25;0,25
SYC;2008;0;0,25;0,25
SYC;2009;0;0,26;0,26
SYC;2010;0;0,28;0,28
SYC;2011;0;0,38;0,38
SYC;2012;0;0,39;0,39
